,in-game purchases,region,community,optimization,matchmaking,cheating,server,maps,gameplay,character design,graphics,audio,game balance,learning curve,player skills,teamwork
2017-03,0.002656924609764198,0.0009963467286615742,0.002324809033543673,0.06409830621056127,0.008635004981733644,0.012288276320159415,0.07140484888741282,0.008302889405513119,0.011624045167718366,0.014613085353703089,0.016605778811026237,0.011291929591497841,0.0019926934573231483,0.0006642311524410495,0.002324809033543673,0.0009963467286615742
2017-04,0.003115775664152181,0.00016398819285011479,0.0032797638570022957,0.07855034437520499,0.010659232535257461,0.020826500491964578,0.09544112823876681,0.010331256149557232,0.018858642177763202,0.015906854706461134,0.013119055428009183,0.014758937356510331,0.002459822892751722,0.002131846507051492,0.0019678583142013774,0.0022958346999016072
2017-05,0.0038955979742890533,0.0015582391897156214,0.005259057265290222,0.1090767432800935,0.011881573821581613,0.020841449162446436,0.09291001168679393,0.01168679392286716,0.02395792754187768,0.019283209972730815,0.014413712504869497,0.010323334631865992,0.004479937670432412,0.0015582391897156214,0.0038955979742890533,0.0031164783794312427
2017-06,0.0038585209003215433,0.0003215434083601286,0.003215434083601286,0.0797427652733119,0.009967845659163987,0.024437299035369776,0.082475884244373,0.009967845659163987,0.015434083601286173,0.011254019292604502,0.012057877813504822,0.006591639871382637,0.0019292604501607716,0.0009646302250803858,0.003215434083601286,0.003054662379421222
2017-07,0.006269949840401277,0.0006839945280437756,0.012995896032831737,0.0759233926128591,0.013337893296853625,0.02382580939352485,0.07774737802097584,0.013337893296853625,0.018125854993160054,0.018581851345189238,0.017555859553123575,0.008891928864569083,0.0031919744642042863,0.0012539899680802553,0.004103967168262654,0.004559963520291838
2017-08,0.010043585370475649,0.0008527572484366117,0.015633882888004547,0.12914534773545575,0.016676141747204852,0.025677468258480197,0.12147053249952625,0.015539132082622703,0.0267197271176805,0.02188743604320637,0.01942391510327838,0.008432821678984272,0.0038847830206556757,0.0016107636914913777,0.005685048322910745,0.0062535531552018195
2017-09,0.004449254449254449,0.0031265031265031266,0.007575757575757576,0.11616161616161616,0.012385762385762385,0.02837902837902838,0.1111111111111111,0.017436267436267437,0.02320827320827321,0.017436267436267437,0.021404521404521405,0.008658008658008658,0.0030062530062530063,0.0008417508417508417,0.006132756132756133,0.006854256854256854
2017-10,0.008135168961201502,0.005363847666726265,0.013499016627927766,0.20829608439120328,0.01939924906132666,0.19810477382442337,0.24995530126944396,0.028428392633649203,0.03289826568925443,0.02288575004469873,0.02252816020025031,0.010280708027892008,0.004022885750044699,0.002324333988914715,0.006973001966744144,0.00992311818344359
2017-11,0.003056112224448898,0.004308617234468938,0.00656312625250501,0.08221442885771543,0.011072144288577154,0.14118236472945891,0.08326653306613227,0.013076152304609219,0.014829659318637275,0.008817635270541082,0.009018036072144289,0.004158316633266533,0.0022044088176352704,0.0006012024048096192,0.0028056112224448897,0.005761523046092184
2017-12,0.005488679598328447,0.00910621842449947,0.009729932015218611,0.1525603442899021,0.022952660138464417,0.1685274122123121,0.2200461548057132,0.06492858479386265,0.026507827605563524,0.016466038794985344,0.01852429364435851,0.008482504833780328,0.002869082517308052,0.0009979417451506268,0.005363936880184619,0.009792303374290526
2018-01,0.0101145421662536,0.1850760265255543,0.02444905887869248,0.14180454149641636,0.034429633599035434,0.4962824033759796,0.24636613302967378,0.05619934355951504,0.03242012191037578,0.024583026324603123,0.01661196329291982,0.008707883984191842,0.004152990823229955,0.0026123651952575525,0.008172014200549266,0.015205305110858061
2018-02,0.008668162349581888,0.30389557413828266,0.02335304915357944,0.1771364470732205,0.029063838466245155,0.43483581480726086,0.1916173771160514,0.06261472567815624,0.0312053844584948,0.02365898429532939,0.01784621660208036,0.012135427289414644,0.006220681215582296,0.0026514378951662245,0.006220681215582296,0.013155211095247808
2018-03,0.007778841550981331,0.04009095260890378,0.016634753470560076,0.1779559597893729,0.02202010531354715,0.2977501196744854,0.1815461943513643,0.0552896122546673,0.028123504068932503,0.04667304930588798,0.020943034944949736,0.01112972714217329,0.004786979415988511,0.002632838678793681,0.007060794638583054,0.01160842508377214
2018-04,0.007734450531743474,0.056397035127296165,0.018208185626812763,0.20061231066709637,0.022719948436996457,0.21253625523686756,0.2131807927811795,0.061875604253947794,0.02868192072188205,0.06332581372864969,0.02223654527876249,0.0117628101836932,0.006123106670963584,0.002578150177247825,0.006928778601353529,0.011923944569771189
2018-05,0.009229736532975331,0.03037422386306427,0.02248699446215808,0.2260446383621413,0.02450075516026179,0.19969793589528445,0.22235274374895117,0.038093639872461824,0.03591206578284947,0.06360127538177547,0.023661688202718578,0.009061923141466689,0.009900990099009901,0.0015103205235777815,0.0065447222688370535,0.009229736532975331
2018-06,0.01736437018960015,0.01576872536136662,0.028815468368687817,0.2789562605594143,0.024028533883987235,0.24066078468180965,0.18237281772104375,0.08438145297540829,0.052750140792190724,0.0743382767035855,0.033133095550966774,0.010512483574244415,0.009010700206495213,0.00347287403792003,0.006194856391965459,0.016331894124272574
2018-07,0.015583321634142918,0.01923346904394216,0.03228976554822406,0.29734662361364594,0.0287800084234171,0.2073564509335954,0.24287519303664187,0.07833777902569142,0.05629650428190369,0.07889934016566054,0.031166643268285835,0.015583321634142918,0.006879123964621648,0.0032289765548224065,0.010669661659413169,0.01712761476905798
2018-08,0.010182207931404072,0.016881028938906754,0.014469453376205787,0.2312433011789925,0.03536977491961415,0.18193997856377278,0.19908896034297963,0.04314040728831726,0.03456591639871383,0.04957127545551983,0.024383708467309754,0.013933547695605574,0.0053590568060021436,0.0034833869239013935,0.009378349410503752,0.01045016077170418
2018-09,0.01144082946013586,0.019306399713979263,0.021809081158383984,0.22810153736145872,0.03825527350732928,0.20557740436181624,0.20557740436181624,0.05470146585627458,0.03253485877726135,0.044333214158026456,0.023954236682159458,0.009653199856989631,0.009653199856989631,0.002860207365033965,0.006077940650697175,0.01215588130139435
2018-10,0.00947268708556994,0.05178402273444901,0.02083991158825387,0.20808335964635302,0.052731291443006,0.25986738238080204,0.26997158193874327,0.049257972844963686,0.03473318598042311,0.06378275970950427,0.026839280075781496,0.012946005683612252,0.00947268708556994,0.001894537417113988,0.008525418377012947,0.012946005683612252
2018-11,0.0027733177638300977,0.011677127426653043,0.008465917384323457,0.09983943949788351,0.015618157933148446,0.08319953291490294,0.08071814333673916,0.018975332068311195,0.015180265654648957,0.03298788498029485,0.012260983797985696,0.004524886877828055,0.0021894613924974458,0.0005838563713326521,0.0021894613924974458,0.006568384177492337
2018-12,0.010845986984815618,0.015494267121165169,0.010845986984815618,0.16578865819646732,0.026340254105980787,0.12271459559962813,0.16609854353889061,0.052990393554384875,0.028199566160520606,0.04865199876045863,0.025410598078710878,0.01642392314843508,0.004648280136349551,0.0012395413696932136,0.004028509451502944,0.011465757669662225
2019-01,0.013189448441247002,0.021183053557154278,0.013189448441247002,0.19104716227018384,0.03357314148681055,0.1682653876898481,0.17106314948041568,0.04716227018385292,0.03677058353317346,0.036370903277378096,0.02597921662669864,0.02478017585931255,0.003996802557953637,0.004396482813749001,0.003996802557953637,0.011990407673860911
2019-02,0.009302325581395349,0.013372093023255814,0.01744186046511628,0.18023255813953487,0.026744186046511628,0.1296511627906977,0.13546511627906976,0.047674418604651166,0.03372093023255814,0.03953488372093023,0.022674418604651164,0.018604651162790697,0.00813953488372093,0.0017441860465116279,0.005813953488372093,0.00872093023255814
2019-03,0.00988793671720501,0.013843111404087014,0.005932762030323006,0.14765985497692816,0.015161502966381015,0.1041529334212261,0.1133816743572841,0.032300593276203035,0.023731048121292023,0.027686222808174028,0.013843111404087014,0.0065919578114700065,0.0013183915622940012,0.0026367831245880024,0.004614370468029005,0.005273566249176005
2019-04,0.010256410256410256,0.017948717948717947,0.009401709401709401,0.1358974358974359,0.029914529914529916,0.24017094017094018,0.1735042735042735,0.035897435897435895,0.023931623931623933,0.04700854700854701,0.01623931623931624,0.009401709401709401,0.006837606837606838,0.002564102564102564,0.01623931623931624,0.009401709401709401
2019-05,0.009581881533101045,0.016550522648083623,0.01132404181184669,0.15505226480836237,0.0313588850174216,0.2456445993031359,0.156794425087108,0.04355400696864112,0.02177700348432056,0.050522648083623695,0.02177700348432056,0.01916376306620209,0.003484320557491289,0.0008710801393728223,0.006968641114982578,0.013066202090592335
2019-06,0.0024650780608052587,0.006025746370857299,0.005204053683922213,0.053957819775404,0.006847439057792386,0.05614900027389756,0.05012325390304026,0.01259928786633799,0.009860312243221035,0.012873185428649686,0.009038619556285949,0.004108463434675432,0.0016433853738701725,0.0010955902492467817,0.003286770747740345,0.0024650780608052587
2019-07,0.00016795431642593214,0.009573396036278133,0.003359086328518643,0.043668122270742356,0.010245213301981861,0.060127645280483706,0.05206583809203896,0.014612025529056097,0.009237487403426269,0.009573396036278133,0.007725898555592879,0.007893852872018811,0.0016795431642593216,0.0006718172657037286,0.001007725898555593,0.003694994961370507
2019-08,0.008566978193146417,0.016355140186915886,0.014018691588785047,0.16666666666666666,0.029595015576323987,0.28582554517133957,0.1573208722741433,0.0794392523364486,0.0264797507788162,0.03348909657320872,0.017133956386292833,0.016355140186915886,0.007009345794392523,0.002336448598130841,0.00778816199376947,0.014797507788161994
2019-09,0.004210526315789474,0.01263157894736842,0.007368421052631579,0.16105263157894736,0.02526315789473684,0.21578947368421053,0.14210526315789473,0.06631578947368422,0.023157894736842106,0.037894736842105266,0.02,0.028421052631578948,0.002105263157894737,0.002105263157894737,0.002105263157894737,0.007368421052631579
2019-10,0.00275178866263071,0.008805723720418272,0.018161805173362685,0.09906439185470556,0.02146395156851954,0.1810676940011007,0.09631260319207485,0.035222894881673086,0.014309301045679693,0.026417171161254815,0.015410016510731976,0.018712162905888827,0.003852504127682994,0.003852504127682994,0.00550357732526142,0.003852504127682994
2019-11,0.0017925430210325047,0.004421606118546845,0.0037045889101338433,0.050430210325047804,0.009679732313575527,0.07827437858508604,0.04230401529636711,0.01661089866156788,0.006453154875717017,0.011591778202676864,0.004541108986615679,0.006333652007648184,0.0009560229445506692,0.0013145315487571702,0.002390057361376673,0.0022705544933078396
2019-12,0.004520166898470098,0.006606397774687065,0.005563282336578581,0.05389429763560501,0.012169680111265646,0.12604311543810848,0.05111265646731571,0.020166898470097356,0.008866481223922114,0.016689847009735744,0.005910987482614743,0.005563282336578581,0.0029554937413073714,0.0013908205841446453,0.0033031988873435327,0.004520166898470098
2020-01,0.0046439628482972135,0.011803405572755417,0.007352941176470588,0.08726780185758513,0.01722136222910217,0.19562693498452013,0.08726780185758513,0.03618421052631579,0.013738390092879258,0.017608359133126934,0.010255417956656347,0.010255417956656347,0.0029024767801857586,0.0023219814241486067,0.0030959752321981426,0.005224458204334365
2020-02,0.005655803932130353,0.00915701589011581,0.008079719903043361,0.08833827093994075,0.017506059789927284,0.1591704820899542,0.07271747912739025,0.03743603555076758,0.01077295987072448,0.019391327767304067,0.007541071909507137,0.0061944519256665765,0.0010772959870724481,0.0016159439806086723,0.00538647993536224,0.005655803932130353
